cod_sys,nm_sys,Codigo,Descricao,Categoria,Categoria_Aux,Classe,Especialidade,Procedimento,Patologia
4,RJ,0,Reconstrução Total (com Ou Sem Ressecção de Tumor),Cirurgias,Procedimento,Plastica,Plastica Ocular,Reconstrução palpebral,Eletivos
4,RJ,0,Reconstrucao Total Com Ou Sem Resseccao de Tumor Palpebral,Cirurgias,Procedimento,Plastica,Plastica Ocular,Reconstrução palpebral,Eletivos
4,RJ,0,RECONSTRUCAO TOTAL COM OU SEM RESSECCAO DE TUMOR PALPEBRAL*,Cirurgias,Taxas,Plastica,Plastica Ocular,Reconstrução palpebral,Eletivos
4,RJ,0,RECONSTRUCAO TOTAL DA CAVIDADE ORBITAL,Cirurgias,Procedimento,Plastica,Plastica Ocular,Reconstrução da Cavidade Orbital,Eletivos
4,RJ,0,RECONSTRUCAO TOTAL DA CAVIDADE ORBITAL*,Cirurgias,Taxas,Plastica,Plastica Ocular,Reconstrução da Cavidade Orbital,Eletivos
4,RJ,0,Reconstrução Total de Palpebra,Cirurgias,Procedimento,Plastica,Plastica Ocular,Reconstrução palpebral,Eletivos
4,RJ,0,Reconstrução Total Supercilio,Cirurgias,Procedimento,Plastica,Plastica Ocular,Reconstrução palpebral,Eletivos
4,RJ,0,Reconstrução Total Supercilio*,Cirurgias,Taxas,Plastica,Plastica Ocular,Reconstrução palpebral,Eletivos
4,RJ,0,Refrativa Lasik Ao,Cirurgias,Procedimento,Refrativa,Refrativa,LASIK,Eletivos
4,RJ,0,Refrativa Lasik Od,Cirurgias,Procedimento,Refrativa,Refrativa,LASIK,Eletivos
4,RJ,0,Refrativa Lasik Oe,Cirurgias,Procedimento,Refrativa,Refrativa,LASIK,Eletivos
4,RJ,0,Refrativa Prk Ao,Cirurgias,Procedimento,Refrativa,Refrativa,PRK,Eletivos
4,RJ,0,Refrativa Prk O D,Cirurgias,Procedimento,Refrativa,Refrativa,PRK,Eletivos
4,RJ,0,Refrativa Prk Oe,Cirurgias,Procedimento,Refrativa,Refrativa,PRK,Eletivos
4,RJ,0,REGENCEL POM OFT,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Regencel Pomada Oft,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,REMOCAO DE HIFEMA,Cirurgias,Procedimento,Outras Cirurgias,Pequenos Procedimentos,Remoção De Hifema,Eletivos
4,RJ,0,Remocao de Hifema da Camara Anterior,Cirurgias,Procedimento,Outras Cirurgias,Pequenos Procedimentos,Remoção De Hifema,Eletivos
4,RJ,0,Remocao de Hifema da Camara Anterior*,Cirurgias,Taxas,Outras Cirurgias,Pequenos Procedimentos,Remoção De Hifema,Eletivos
4,RJ,0,REMOCAO DE HIFEMA*,Cirurgias,Taxas,Outras Cirurgias,Pequenos Procedimentos,Remoção De Hifema,Eletivos
4,RJ,0,Remocao de Implante Episcleral,Cirurgias,Procedimento,Retina,Retina,Remoção De Implante Episcleral,Cronico
4,RJ,0,Remocao de Implante Espiscleral*,Cirurgias,Taxas,Retina,Retina,Remoção De Implante Episcleral,Cronico
4,RJ,0,Remocao de Pigmentos da Lio Com Yag,Exames,Procedimento,Exames,Exames,Yag Laser,Eletivos
4,RJ,0,REPOSICAO DE LENTE INTRA-OCULAR,Cirurgias,Procedimento,Catarata,Catarata,Reposicionamento de LIO,Eletivos
4,RJ,0,REPOSIÇÃO DE LIO,Cirurgias,Procedimento,Catarata,Catarata,Reposicionamento de LIO,Eletivos
4,RJ,0,REPOSICIONAMENTO DE LENTE INTRAOCULAR,Cirurgias,Procedimento,Catarata,Catarata,Reposicionamento de LIO,Eletivos
4,RJ,0,Resseccao de Tumores Palpebrais,Cirurgias,Procedimento,Plastica,Plastica Ocular,Ressecção De Tumores Palpebrais,Eletivos
4,RJ,0,RESSECCAO DE TUMORES PALPEBRAIS (CIRURGIAO),Cirurgias,Procedimento,Plastica,Plastica Ocular,Ressecção De Tumores Palpebrais,Eletivos
4,RJ,0,Resseccao de Tumores Palpebrais (cirurgiao)*,Cirurgias,Taxas,Plastica,Plastica Ocular,Ressecção De Tumores Palpebrais,Eletivos
4,RJ,0,Resseccao de Tumores Palpebrais (Eye Center),Cirurgias,Procedimento,Plastica,Plastica Ocular,Ressecção De Tumores Palpebrais,Eletivos
4,RJ,0,Resseccao de Tumores Palpebrais*,Cirurgias,Taxas,Plastica,Plastica Ocular,Ressecção De Tumores Palpebrais,Eletivos
4,RJ,0,Ressecçao de Tumores Palpebrais*,Cirurgias,Taxas,Plastica,Plastica Ocular,Ressecção De Tumores Palpebrais,Eletivos
4,RJ,0,Retinografia,Exames,Procedimento,Exames,Exames,Retinografia,Eletivos
4,RJ,0,RETINOGRAFIA - BINOCULAR,Exames,Procedimento,Exames,Exames,Retinografia,Eletivos
4,RJ,0,Retinografia (1 Olho),Exames,Procedimento,Exames,Exames,Retinografia,Eletivos
4,RJ,0,Retinografia (ao),Exames,Procedimento,Exames,Exames,Retinografia,Eletivos
4,RJ,0,Retinografia (so Honorario) Monocular,Exames,Procedimento,Exames,Exames,Retinografia,Eletivos
4,RJ,0,Retinografia Binocular,Exames,Procedimento,Exames,Exames,Retinografia,Eletivos
4,RJ,0,Retinografia Cac,Exames,Procedimento,Exames,Exames,Retinografia,Eletivos
4,RJ,0,RETINOGRAFIA COLORIDA,Exames,Procedimento,Exames,Exames,Retinografia,Eletivos
4,RJ,0,Retinografia Fluorescente,Exames,Procedimento,Exames,Exames,Retinografia,Eletivos
4,RJ,0,Retinografia Fluorescente Eye Center,Exames,Procedimento,Exames,Exames,Retinografia,Eletivos
4,RJ,0,Retinografia Monocular,Exames,Procedimento,Exames,Exames,Retinografia,Eletivos
4,RJ,0,Retinopexia,Cirurgias,Associada,Retina,Retina,Vitrectomia,Cronico
4,RJ,0,Retinopexia Com Introflexao Escleral,Cirurgias,Associada,Retina,Retina,Vitrectomia,Cronico
4,RJ,0,Retinopexia Com Introflexao Escleral (Eye Center),Cirurgias,Associada,Retina,Retina,Vitrectomia,Cronico
4,RJ,0,Retinopexia Com Introflexao Escleral (qualquer Tecnica) Some,Cirurgias,Associada,Retina,Retina,Vitrectomia,Cronico
4,RJ,0,Retinopexia Com Introflexao Escleral*,Cirurgias,Taxas,Retina,Retina,Vitrectomia,Cronico
4,RJ,0,Retinopexia Com Introflexao Escleral* (Eye Center),Cirurgias,Taxas,Retina,Retina,Vitrectomia,Cronico
4,RJ,0,Retinopexia Pneumatica,Cirurgias,Associada,Retina,Retina,Vitrectomia,Cronico
4,RJ,0,Retinopexia Pneumatica (cirurgiao)*,Cirurgias,Taxas,Retina,Retina,Vitrectomia,Cronico
4,RJ,0,Retinopexia Pneumatica (Eye Center),Cirurgias,Associada,Retina,Retina,Vitrectomia,Cronico
4,RJ,0,Retinopexia Pneumatica C/crioterapia,Cirurgias,Associada,Retina,Retina,Vitrectomia,Cronico
4,RJ,0,Retinopexia Pneumatica*,Cirurgias,Taxas,Retina,Retina,Vitrectomia,Cronico
4,RJ,0,Retinopexia Pneumática*,Cirurgias,Taxas,Retina,Retina,Vitrectomia,Cronico
4,RJ,0,Retinopexia Profilatica (criopexia) (Eye Center),Cirurgias,Taxas,Retina,Retina,Vitrectomia,Cronico
4,RJ,0,RETINOPEXIA PROFILATICA (CRIOPEXIA)*,Cirurgias,Taxas,Retina,Retina,Vitrectomia,Cronico
4,RJ,0,RETINOPEXIA PROFILATICA (CRIOPEXIA)* (EYE CENTER),Cirurgias,Taxas,Retina,Retina,Vitrectomia,Cronico
4,RJ,0,Retirada de Corpo Estranho,Cirurgias,Procedimento,Outras Cirurgias,Pequenos Procedimentos,Retirada de Corpo Estranho Córnea,Eletivos
4,RJ,0,Retirada de Corpo Estranho da Camara Anterior,Cirurgias,Procedimento,Retina,Retina,Retirada de Corpo Estranho Retina,Cronico
4,RJ,0,Retirada de Corpo Estranho da Camara Anterior (Eye Center),Cirurgias,Procedimento,Retina,Retina,Retirada de Corpo Estranho Retina,Cronico
4,RJ,0,Retirada de Corpo Estranho da Camara Anterior*,Cirurgias,Taxas,Retina,Retina,Retirada de Corpo Estranho Retina,Cronico
4,RJ,0,Retirada de Corpo Estranho da Cornea,Cirurgias,Procedimento,Outras Cirurgias,Pequenos Procedimentos,Retirada de Corpo Estranho Córnea,Eletivos
4,RJ,0,Retirada de Corpo Estranho da Cornea (Eye Center),Cirurgias,Procedimento,Outras Cirurgias,Pequenos Procedimentos,Retirada de Corpo Estranho Córnea,Eletivos
4,RJ,0,Retirada de Corpo Estranho da Cornea S/ Oclusao,Cirurgias,Procedimento,Outras Cirurgias,Pequenos Procedimentos,Retirada de Corpo Estranho Córnea,Eletivos
4,RJ,0,Retirada de Corpo Estranho da Cornea*,Cirurgias,Taxas,Outras Cirurgias,Pequenos Procedimentos,Retirada de Corpo Estranho Córnea,Eletivos
4,RJ,0,Retirada de Corpo Estranho do Corpo Vitreo,Cirurgias,Procedimento,Retina,Retina,Vitrectomia,Cronico
4,RJ,0,Retirada de Corpo Estranho do Corpo Vitreo (Eye Center),Cirurgias,Procedimento,Retina,Retina,Retirada de Corpo Estranho Retina,Cronico
4,RJ,0,Retirada de Corpo Estranho do Corpo Vitreo*,Cirurgias,Taxas,Retina,Retina,Vitrectomia,Cronico
4,RJ,0,Retirada de Corpo Estranho do Corpo Vitreo* (Eye Center),Cirurgias,Taxas,Retina,Retina,Retirada de Corpo Estranho Retina,Cronico
4,RJ,0,Retirada de Corpo Estranho Imantavel de Corpo Vitreo,Cirurgias,Procedimento,Retina,Retina,Retirada de Corpo Estranho Retina,Cronico
4,RJ,0,Retirada de Corpo Estranho Imantavel de Corpo Vitreo*,Cirurgias,Taxas,Retina,Retina,Retirada de Corpo Estranho Retina,Cronico
4,RJ,0,Retirada de Corpo Estranho Nao Imantavel de Corpo Vitreo,Cirurgias,Procedimento,Retina,Retina,Vitrectomia,Cronico
4,RJ,0,Retirada de Corpo Estranho Nao Imantavel de Corpo Vitreo*,Cirurgias,Taxas,Retina,Retina,Vitrectomia,Cronico
4,RJ,0,Retirada de Corpo Estranho*,Cirurgias,Taxas,Retina,Retina,Vitrectomia,Cronico
4,RJ,0,Retirada de Lente de Simblefaro*,Cirurgias,Taxas,Plastica,Plastica Ocular,Retirada de lente de simblefaro,Eletivos
4,RJ,0,Retirada de Oleo de Silicone,Cirurgias,Associada,Retina,Retina,Vitrectomia,Cronico
4,RJ,0,Retirada de Oleo de Silicone Via Pars Plana,Cirurgias,Associada,Retina,Retina,Vitrectomia,Cronico
4,RJ,0,Retirada de Oleo de Silicone Via Pars Plana*,Cirurgias,Taxas,Retina,Retina,Vitrectomia,Cronico
4,RJ,0,Retirada de Oleo de Silicone*,Cirurgias,Taxas,Retina,Retina,Vitrectomia,Cronico
4,RJ,0,Retirada de Oleo de Silicone* (cirurgiao),Cirurgias,Taxas,Retina,Retina,Vitrectomia,Cronico
4,RJ,0,Retirada Lente de Simblefaro,Cirurgias,Procedimento,Plastica,Plastica Ocular,Retirada de lente de simblefaro,Eletivos
4,RJ,0,Retracao Palpebral,Cirurgias,Procedimento,Plastica,Plastica Ocular,Retração palpebral,Eletivos
4,RJ,0,RETRACAO PALPEBRAL - CORRECAO CIRURGICA,Cirurgias,Procedimento,Plastica,Plastica Ocular,Reconstrução palpebral,Eletivos
4,RJ,0,Retracao Palpebral (Eye Center),Cirurgias,Procedimento,Plastica,Plastica Ocular,Reconstrução palpebral,Eletivos
4,RJ,0,Retracao Palpebral*,Cirurgias,Taxas,Plastica,Plastica Ocular,Reconstrução palpebral,Eletivos
4,RJ,0,Retrator de Iris,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,"Riboflavina 0,1% - 400mosm (sem Dextrano)",Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,"RIBOFLAVINA 0,1% - 400MOSM (SEM DEXTRANO) [AMPOLA]*",Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,"RIBOFLAVINA 0,1% - 400MOSM [COLÍRIO]*",Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,"Riboflavina 0,1% Crosslink",Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,ROPI - CLORIDRATO DE ROPIVACAINA 10 MG/ML,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Sapatilha Branca Descartavel,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Sapatilha de Malha,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,SAPATILHA DESCARTAVEL,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Sapatilha Descartavel (Eye Center),Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,SAPATILHA DESCARTAVEL*,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Sapatilha Verde Descartavel,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,SCALP 21,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Scalp No.19g,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Scalp No.23g,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,SEDA 7.0 - PRETA,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Sem Produto,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Seringa 01ml,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Seringa 01ml S/ Agulha*,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,SERINGA 01ML ULTRA-FINE (LARANJA)*,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,SERINGA 01ML*,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Seringa 03ml,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Seringa 03ml S/ Agulha*,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,SERINGA 03ML*,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Seringa 05ml,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Seringa 05ml S/ Agulha*,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,SERINGA 05ML*,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Seringa 10ml,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Seringa 10ml S/ Agulha*,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,SERINGA 10ML*,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Seringa 20ml,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Seringa 20ml S/ Agulha*,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,SERINGA 20ML*,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Seringa de 5 Ml,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Seringa Descartavel 10ml,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Seringa Descartavel 1ml,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Seringa Descartavel 20ml,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,SERINGA DESCARTAVEL 3ML,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Seringa Descartavel 5ml,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Serviço de Entrega de Exames,Exames,Procedimento,Exames,Exames,Outros Exames,Eletivos
4,RJ,0,Sevorane [250ml Fr] ** Cristalia,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,SEVORANE [250ML FR]*,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Silastic Para Ptose Palpebral 50cm,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Simblefaro Com Ou Sem Enxerto - Correcao Cirurgica,Cirurgias,Procedimento,Plastica,Plastica Ocular,Correção Cirurgica de Ectrópio ou Entrópio,Eletivos
4,RJ,0,Simblefaro Palpebral Com Ou Sem Enxerto,Cirurgias,Procedimento,Plastica,Plastica Ocular,Correção Cirurgica de Ectrópio ou Entrópio,Eletivos
4,RJ,0,Simblefaro Palpebral Com Ou Sem Enxerto*,Cirurgias,Taxas,Plastica,Plastica Ocular,Correção Cirurgica de Ectrópio ou Entrópio,Eletivos
4,RJ,0,Sinequiotomia (cirurgica),Cirurgias,Procedimento,Plastica,Plastica Ocular,Sinequiotomia,Eletivos
4,RJ,0,Sinequiotomia (cirurgica)*,Cirurgias,Taxas,Plastica,Plastica Ocular,Sinequiotomia,Eletivos
4,RJ,0,SINEQUIOTOMIA (LASER),Cirurgias,Procedimento,Plastica,Plastica Ocular,Sinequiotomia,Eletivos
4,RJ,0,SOLUÇÃO DE RINGER COM LACTO 500 ML,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Sonda de Aspiração N 14,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,SONDA DE ASPIRACAO Nº 08*,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,SONDA DE ASPIRACAO Nº 10*,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,SONDA DE ASPIRACAO Nº 12*,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,SONDA DE ASPIRACAO Nº 14*,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Sonda de Aspiracao No.08,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Sonda de Aspiracao No.10,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Sonda de Aspiracao No.12,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Sonda de Aspiracao No.14,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Sonda de Aspiracao No.16,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Sonda de Aspiração Traqueal Nº 10,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,SONDA DE CRAWFORD*,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Sonda de Endolaser,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Sonda de Endosaser,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Sonda de Vitrectomia Anterior Infinit,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Sonda Diatermia,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Sonda Diatermia Dsp 25 G (13465),Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,SONDA DIATERMIA DSP 25 G (13465)*,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Sonda Endolaser 23 Gauge [8455],Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,SONDA ENDOLASER 23 GAUGE [8455]*,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Sonda Endolaser 25 Gauge [8077],Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,SONDA ENDOLASER 25 GAUGE [8077]*,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Sonda P/ Vit Ant Atiop [5553],Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Sonda P/ Vitrec Anterior 800 [5811],Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Sonda P/ Vitrectomia Anterior Infinit [1424],Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Sonda Vit. Ant. Ulvit Contellation [10593 ] Alcon,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Sonda Vitre 25+ga7500(16277) Alcon,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,SONDA VITRECTOMIA ANTERIOR INFINIT [1424]*,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Sondagem das Vias Lacrimais - Com Ou Sem Lavagem,Exames,Procedimento,Exames,Exames,Sondagem de vias lacrimais,Eletivos
4,RJ,0,Sondagem das Vias Lacrimais - Com Ou Sem Lavagem (Eye Center,Exames,Procedimento,Exames,Exames,Sondagem de vias lacrimais,Eletivos
4,RJ,0,Sondagem das Vias Lacrimais - Com Ou Sem Lavagem*,Exames,Taxas,Exames,Exames,Sondagem de vias lacrimais,Eletivos
4,RJ,0,Soro Fisiologico,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,"Soro Fisiologico [0,9% 250ml ]",Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,"SORO FISIOLOGICO [0,9% 250ML ]*",Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,"Soro Fisiologico 0,9% 500ml",Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Soro Fisiologico 5 Ml Amp,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Soro Fisiologico.,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Soro Glicosado [5% 250ml],Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,SORO GLICOSADO [5% 250ML]*,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,SORO GLICOSADO 5% 125ML,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Soro Glicosado 5% 250 Ml,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Soro Ringer Lactado [500ml Fr],Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,SORO RINGER LACTATO [500ML FR]*,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Still Colirio,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Substituição de Prótese,Cirurgias,Procedimento,Plastica,Plastica Ocular,Substituição de prótese,Eletivos
4,RJ,0,SUCCINIL COLIN 100MG*,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Supercilio - Reconstrucao Total*,Cirurgias,Taxas,Plastica,Plastica Ocular,Reconstrução palpebral,Eletivos
4,RJ,0,Sutura - Conjuntiva,Cirurgias,Procedimento,Outras Cirurgias,Córnea,Sutura de Conjutiva,Eletivos
4,RJ,0,Sutura - Cornea (com Ou Sem Hernia de Iris),Cirurgias,Procedimento,Outras Cirurgias,Córnea,Sutura de Córnea,Eletivos
4,RJ,0,Sutura de Conjuntiva,Cirurgias,Procedimento,Outras Cirurgias,Córnea,Sutura de Conjutiva,Eletivos
4,RJ,0,Sutura de Conjuntiva (cirurgiao)*,Cirurgias,Taxas,Outras Cirurgias,Córnea,Sutura de Conjutiva,Eletivos
4,RJ,0,Sutura de Conjuntiva*,Cirurgias,Taxas,Outras Cirurgias,Córnea,Sutura de Conjutiva,Eletivos
4,RJ,0,Sutura de Cornea (com Ou Sem Hernia de Iris),Cirurgias,Procedimento,Outras Cirurgias,Córnea,Sutura de Córnea,Eletivos
4,RJ,0,Sutura de Cornea (com Ou Sem Hernia de Iris)*,Cirurgias,Taxas,Outras Cirurgias,Córnea,Sutura de Córnea,Eletivos
4,RJ,0,Sutura de Cornea (com Ou Sem Hernia de Iris).,Cirurgias,Procedimento,Outras Cirurgias,Córnea,Sutura de Córnea,Eletivos
4,RJ,0,Sutura de Cornea*,Cirurgias,Taxas,Outras Cirurgias,Córnea,Sutura de Córnea,Eletivos
4,RJ,0,Sutura de Esclera,Cirurgias,Procedimento,Outras Cirurgias,Córnea,Sutura De Esclera,Eletivos
4,RJ,0,SUTURA DE ESCLERA (EYE CENTER),Cirurgias,Procedimento,Outras Cirurgias,Córnea,Sutura De Esclera,Eletivos
4,RJ,0,Sutura de Esclera*,Cirurgias,Taxas,Outras Cirurgias,Córnea,Sutura De Esclera,Eletivos
4,RJ,0,SUTURA DE ESCLERA* (EYE CENTER),Cirurgias,Taxas,Outras Cirurgias,Córnea,Sutura De Esclera,Eletivos
4,RJ,0,Sutura Palpebral,Cirurgias,Procedimento,Plastica,Plastica Ocular,Sutura palpebral,Eletivos
4,RJ,0,Sutura Palpebral (cirurgiao)*,Cirurgias,Taxas,Plastica,Plastica Ocular,Sutura palpebral,Eletivos
4,RJ,0,Sutura Palpebral*,Cirurgias,Taxas,Plastica,Plastica Ocular,Sutura palpebral,Eletivos
4,RJ,0,Swab Com Meio Stuart,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,SWAB COM MEIO STUART*,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Swab Procedimento,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med,Mat/Med
4,RJ,0,Tarsoconjuntivoceratoplastia,Cirurgias,Procedimento,Plastica,Plastica Ocular,Tarsorrafia,Eletivos
4,RJ,0,TARSOCONJUNTIVOCERATOPLASTIA (EYE CENTER),Cirurgias,Procedimento,Plastica,Plastica Ocular,Tarsorrafia,Eletivos
4,RJ,0,Tarsoconjuntivoceratoplastia*,Cirurgias,Taxas,Plastica,Plastica Ocular,Tarsorrafia,Eletivos
